date,close
2024/01/02,7323.587891
2024/01/03,7279.09082
2024/01/04,7359.763184
2024/01/05,7350.619141
2024/01/08,7283.575195
2024/01/09,7200.203125
2024/01/10,7227.296875
2024/01/11,7219.963867
2024/01/12,7241.138184
2024/01/15,7224.000977
2024/01/16,7242.787109
2024/01/17,7200.634766
2024/01/18,7252.966797
2024/01/19,7227.401855
2024/01/22,7247.928223
2024/01/23,7256.229004
2024/01/24,7227.823242
2024/01/25,7178.041992
2024/01/26,7137.087891
2024/01/29,7157.174805
2024/01/30,7192.21582
2024/01/31,7207.940918
2024/02/01,7201.695801
2024/02/02,7238.785156
2024/02/05,7198.615234
2024/02/06,7247.408203
2024/02/07,7235.151855
2024/02/12,7297.668945
2024/02/13,7209.741211
2024/02/15,7303.280762
2024/02/16,7335.544922
2024/02/19,7296.702148
2024/02/20,7352.601074
2024/02/21,7349.020996
2024/02/22,7339.63623
2024/02/23,7295.095215
2024/02/26,7283.823242
2024/02/27,7285.316895
2024/02/28,7328.63623
2024/02/29,7316.11084
2024/03/01,7311.907227
2024/03/04,7276.749023
2024/03/05,7247.459961
2024/03/06,7329.800781
2024/03/07,7373.963867
2024/03/08,7381.907227
2024/03/13,7421.207031
2024/03/14,7433.314941
2024/03/15,7328.054199
2024/03/18,7302.449219
2024/03/19,7336.746094
2024/03/20,7331.12793
2024/03/21,7338.353027
2024/03/22,7350.151855
2024/03/25,7377.759766
2024/03/26,7365.664063
2024/03/27,7310.091797
2024/03/28,7288.812988
2024/04/01,7205.061035
2024/04/02,7236.983887
2024/04/03,7166.844238
2024/04/04,7254.398926
2024/04/05,7286.881836
2024/04/16,7164.807129
2024/04/17,7130.84082
2024/04/18,7166.813965
2024/04/19,7087.316895
2024/04/22,7073.819824
2024/04/23,7110.812988
2024/04/24,7174.533203
2024/04/25,7155.293945
2024/04/26,7036.075195
2024/04/29,7155.78418
2024/04/30,7234.196777
2024/05/02,7117.424805
2024/05/03,7134.724121
2024/05/06,7135.890137
2024/05/07,7123.611816
2024/05/08,7088.794922
2024/05/13,7099.26123
2024/05/14,7083.763184
2024/05/15,7179.831055
2024/05/16,7246.695801
2024/05/17,7317.237793
2024/05/20,7266.690918
2024/05/21,7186.037109
2024/05/22,7222.381836
2024/05/27,7176.419922
2024/05/28,7253.625977
2024/05/29,7140.229004
2024/05/30,7034.14209
2024/05/31,6970.73584
2024/06/03,7036.190918
2024/06/04,7099.312012
2024/06/05,6947.669922
2024/06/06,6974.896973
2024/06/07,6897.950195
2024/06/10,6921.547852
2024/06/11,6855.690918
2024/06/12,6850.097168
2024/06/13,6831.563965
2024/06/14,6734.832031
2024/06/19,6726.918945
2024/06/20,6819.320801
2024/06/21,6879.978027
2024/06/24,6889.165039
2024/06/25,6882.704102
2024/06/26,6905.64209
2024/06/27,6967.951172
2024/06/28,7063.577148
2024/07/01,7139.625977
2024/07/02,7125.14209
2024/07/03,7196.754883
2024/07/04,7220.88916
2024/07/05,7253.37207
2024/07/08,7250.977051
2024/07/09,7269.800781
2024/07/10,7287.041992
2024/07/11,7300.407227
2024/07/12,7327.580078
2024/07/15,7278.862793
2024/07/16,7224.292969
2024/07/17,7224.217773
2024/07/18,7321.070801
2024/07/19,7294.495117
2024/07/22,7321.976074
2024/07/23,7313.856934
2024/07/24,7262.758789
2024/07/25,7240.276855
2024/07/26,7288.166992
2024/07/29,7288.896973
2024/07/30,7241.86377
2024/07/31,7255.762207
2024/08/01,7325.984863
2024/08/02,7308.123047
2024/08/05,7059.652832
2024/08/06,7129.214844
2024/08/07,7212.130859
2024/08/08,7195.121094
2024/08/09,7256.996094
2024/08/12,7297.625
2024/08/13,7356.638184
2024/08/14,7436.039063
2024/08/15,7409.500977
2024/08/16,7432.089844
2024/08/19,7466.831055
2024/08/20,7533.984863
2024/08/21,7554.592773
2024/08/22,7488.675781
2024/08/23,7544.297852
2024/08/26,7606.194824
2024/08/27,7597.880859
2024/08/28,7658.875
2024/08/29,7627.604004
2024/08/30,7670.73291
2024/09/02,7694.529785
2024/09/03,7616.520996
2024/09/04,7672.895996
2024/09/05,7681.042969
2024/09/06,7721.846191
2024/09/09,7702.73877
2024/09/10,7761.388184
2024/09/11,7760.955078
2024/09/12,7798.153809
2024/09/13,7812.130859
2024/09/17,7831.778809
2024/09/18,7829.134766
2024/09/19,7905.390137
2024/09/20,7743.003906
2024/09/23,7775.730957
2024/09/24,7778.491211
2024/09/25,7740.901855
2024/09/26,7744.516113
2024/09/27,7696.916016
2024/09/30,7527.929199
2024/10/01,7642.132813
2024/10/02,7563.262207
2024/10/03,7543.828125
2024/10/04,7496.09082
2024/10/07,7504.134766
2024/10/08,7557.14209
2024/10/09,7501.285156
2024/10/10,7480.080078
2024/10/11,7520.602051
2024/10/14,7559.654785
2024/10/15,7626.951172
2024/10/16,7648.939941
2024/10/17,7735.039063
2024/10/18,7760.060059
2024/10/21,7772.596191
2024/10/22,7788.98291
2024/10/23,7787.564941
2024/10/24,7716.548828
2024/10/25,7694.660156
2024/10/28,7634.630859
2024/10/29,7606.600098
2024/10/30,7569.850098
2024/10/31,7574.019043
2024/11/01,7505.256836
2024/11/04,7479.50293
2024/11/05,7491.931152
2024/11/06,7383.868164
2024/11/07,7243.859863
2024/11/08,7287.190918
2024/11/11,7266.459961
2024/11/12,7321.98584
2024/11/13,7308.670898
2024/11/14,7214.561035
2024/11/15,7161.257813
2024/11/18,7134.276855
2024/11/19,7195.714844
2024/11/20,7180.334961
2024/11/21,7140.912109
2024/11/22,7195.564941
2024/11/25,7314.10791
2024/11/26,7245.888184
2024/11/28,7200.157227
2024/11/29,7114.266113
2024/12/02,7046.98584
2024/12/03,7196.01709
2024/12/04,7326.76416
2024/12/05,7313.312988
2024/12/06,7382.785156
2024/12/09,7437.730957
2024/12/10,7453.287109
2024/12/11,7464.751953
2024/12/12,7394.237793
2024/12/13,7324.789063
2024/12/16,7258.630859
2024/12/17,7157.731934
2024/12/18,7107.875
2024/12/19,6977.237793
2024/12/20,6983.865234
2024/12/23,7096.444824
2024/12/24,7065.746094
2024/12/27,7036.570801
2024/12/30,7079.904785
2025/01/02,7163.205078
2025/01/03,7164.429199
2025/01/06,7080.474121
2025/01/07,7083.28418
2025/01/08,7080.352051
2025/01/09,7064.587891
2025/01/10,7088.866211
2025/01/13,7016.878906
2025/01/14,6956.665039
2025/01/15,7079.562012
2025/01/16,7107.519043
2025/01/17,7154.658203
2025/01/20,7170.736816
2025/01/21,7181.819824
2025/01/22,7257.12793
2025/01/23,7232.643066
2025/01/24,7166.056152
2025/01/30,7073.478027
2025/01/31,7109.195801
2025/02/03,7030.058105
2025/02/04,7073.458984
2025/02/05,7024.228027
2025/02/06,6875.536133
2025/02/07,6742.576172
2025/02/10,6648.14209
2025/02/11,6531.990234
2025/02/12,6645.777832
2025/02/13,6613.567871
2025/02/14,6638.458984
2025/02/17,6830.881836
2025/02/18,6873.554199
2025/02/19,6794.868164
2025/02/20,6788.041992
2025/02/21,6803.000977
2025/02/24,6749.601074
2025/02/25,6587.086914
2025/02/26,6606.178223
2025/02/27,6485.448242
2025/02/28,6270.597168
2025/03/03,6519.658203
2025/03/04,6380.400879
2025/03/05,6531.398926
2025/03/06,6617.847168
2025/03/07,6636
2025/03/10,6598.211914
2025/03/11,6545.850098
2025/03/12,6665.044922
2025/03/13,6647.416992
2025/03/14,6515.630859
2025/03/17,6471.946777
2025/03/18,6223.388184
2025/03/19,6311.660156
2025/03/20,6381.673828
2025/03/21,6258.179199
2025/03/24,6161.217773
2025/03/25,6235.619141
2025/03/26,6472.355957
2025/03/27,6510.620117
2025/04/08,5996.14209
2025/04/09,5967.987793
2025/04/10,6254.023926
2025/04/11,6262.226074
2025/04/14,6368.51709
2025/04/15,6441.683105
2025/04/16,6400.054199
2025/04/17,6438.269043
2025/04/21,6445.966797
2025/04/22,6538.266113
2025/04/23,6634.376953
2025/04/24,6613.478027
2025/04/25,6678.915039
2025/04/28,6722.96582
2025/04/29,6749.075195
2025/04/30,6766.794922
2025/05/02,6815.72998
2025/05/05,6831.952148
2025/05/06,6898.196777
2025/05/07,6926.225098
2025/05/08,6827.75
2025/05/09,6832.803223
2025/05/14,6979.879883
2025/05/15,7040.161133
2025/05/16,7106.525879
2025/05/19,7141.09082
2025/05/20,7094.602051
2025/05/21,7142.460938
2025/05/22,7166.980957
2025/05/23,7214.163086
2025/05/26,7188.353027
2025/05/27,7198.966797
2025/05/28,7175.818848
2025/06/02,7065.068848
2025/06/03,7044.821777
2025/06/04,7069.037109
2025/06/05,7113.424805
2025/06/10,7230.745117
2025/06/11,7222.456055
2025/06/12,7204.370117
2025/06/13,7166.064941
2025/06/16,7117.59082
2025/06/17,7155.852051
2025/06/18,7107.789063
2025/06/19,6968.63916
2025/06/20,6907.138184
2025/06/23,6787.140137
2025/06/24,6869.170898
2025/06/25,6832.143066
2025/06/26,6897.399902
2025/06/30,6927.679199
2025/07/01,6915.359863
2025/07/02,6881.245117
2025/07/03,6878.050781
2025/07/04,6865.191895
2025/07/07,6900.932129
2025/07/08,6904.39209
2025/07/09,6943.921875
2025/07/10,7005.371094
2025/07/11,7047.437988
2025/07/14,7097.150879
2025/07/15,7140.474121
2025/07/16,7192.018066
2025/07/17,7287.020996
2025/07/18,7311.915039
2025/07/21,7398.191895
2025/07/22,7344.73584
2025/07/23,7469.22998
2025/07/24,7530.901855
2025/07/25,7543.50293
2025/07/28,7614.768066
2025/07/29,7617.907227
2025/07/30,7549.888184
2025/07/31,7484.336914
2025/08/01,7537.768066
2025/08/04,7464.64502
2025/08/05,7515.185059
2025/08/06,7503.75
2025/08/07,7490.183105
2025/08/08,7533.384766
2025/08/11,7605.924805
2025/08/12,7791.696777
2025/08/13,7892.911133
2025/08/14,7931.250977
2025/08/15,7898.375
2025/08/19,7862.949219
2025/08/20,7943.825195
2025/08/21,7890.714844
2025/08/22,7858.851074
2025/08/25,7926.907227
2025/08/26,7905.756836
2025/08/27,7936.175781
2025/08/28,7952.087891
2025/08/29,7830.493164
2025/09/01,7736.065918
2025/09/02,7801.584961
2025/09/03,7885.862793
2025/09/04,7867.348145
2025/09/08,7766.849121
2025/09/09,7628.60498
2025/09/10,7699.006836
2025/09/11,7747.904785
2025/09/12,7854.060059
2025/09/15,7937.118164
2025/09/16,7957.695801
2025/09/17,8025.179199
2025/09/18,8008.433105
2025/09/19,8051.118164
2025/09/22,8040.039063
2025/09/23,8125.201172
2025/09/24,8126.558105
2025/09/25,8040.665039
2025/09/26,8099.333008
2025/09/29,8123.245117
2025/09/30,8061.062012
2025/10/01,8043.821777
2025/10/02,8071.081055
2025/10/03,8118.300781
2025/10/06,8139.894043
2025/10/07,8169.280762
2025/10/08,8166.028809
2025/10/09,8250.938477
2025/10/10,8257.859375
2025/10/13,8227.202148
2025/10/14,8066.521973
2025/10/15,8051.174805
2025/10/16,8124.756836
2025/10/17,7915.655762
2025/10/20,8088.978027
2025/10/21,8238.083984
2025/10/22,8152.553223
2025/10/23,8274.351563
2025/10/24,8271.72168
2025/10/27,8117.150879
2025/10/28,8092.628906
2025/10/29,8166.224121
2025/10/30,8184.063965
2025/10/31,8163.875
2025/11/03,8275.083984
2025/11/04,8241.911133
2025/11/05,8318.526367
2025/11/06,8337.057617
2025/11/07,8394.589844
2025/11/10,8391.240234
2025/11/11,8366.514648
2025/11/12,8388.566406
2025/11/13,8371.999023
2025/11/14,8370.435547
2025/11/17,8416.881836
2025/11/18,8361.925781
2025/11/19,8406.577148
2025/11/20,8419.916992
2025/11/21,8414.351563
2025/11/24,8570.253906
2025/11/25,8521.884766
2025/11/26,8602.129883
2025/11/27,8545.865234
2025/11/28,8508.706055
2025/12/01,8548.788086
2025/12/02,8617.042969
2025/12/03,8611.787109
2025/12/04,8640.196289
2025/12/05,8632.760742
2025/12/08,8710.695313
2025/12/09,8657.178711
2025/12/10,8700.923828
2025/12/11,8620.481445
2025/12/12,8660.499023
2025/12/15,8649.662109
2025/12/16,8686.46875
2025/12/17,8677.344727
2025/12/18,8618.195313
2025/12/19,8609.550781
2025/12/22,8645.84375
2025/12/23,8584.782227
2025/12/24,8537.911133